# list of object assets to load in this scene
[ASSETS]
Assets\marioWorld.txt
Assets\block.txt
Assets\HUB.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

# MARIO
0	32	48

#Door 
40	32	48	0	0	0	1	0
40	64	48	0	1	1	0	0
40	64	16	1	0	0	1	1
40	96	16	0	1	0	1	0
40	128	16	2	1	0	1	1
40	160	16	3	1	0	1	0
40	192	16	0	1	0	0	1
40	128	48	0	0	1	1	1
40	160	48	4	1	0	1	0
40	192	48	7	1	1	0	0
40	64	80	0	0	0	1	1
40	96	80	8	1	0	1	0
40	128	80	10	1	1	0	0
40	64	112	0	0	1	0	1
40	64	144	5	0	1	1	0
40	96	144	0	1	0	1	0
40	128	144	6	1	1	0	0
40	128	112	0	1	0	1	1
40	96	112	7	0	0	1	0
40	160	112	0	1	0	1	0
40	192	112	9	1	0	0	0


#Object world map 
50	16	16	1
50	32	16	1
50	48	16	1
50	208	16	1
50	224	16	1
50	16	32	1
50	32	32	1
50	48	32	1
50	80	32	1
50	96	32	1
50	112	32	1
50	144	32	1
50	160	32	1
50	176	32	1
50	208	32	1
50	224	32	1
50	80	48	1
50	96	48	1
50	112	48	1
50	208	48	1
50	224	48	1
50	16	64	1
50	32	64	1
50	48	64	1
50	80	64	1
50	96	64	1
50	112	64	1
50	144	64	1
50	160	64	1
50	176	64	1
50	192	64	1
50	208	64	1
50	224	64	1
50	16	80	1
50	32	80	1
50	48	80	1
50	144	80	1
50	160	80	1
50	224	80	1
50	16	96	1
50	96	96	1
50	112	96	1
50	128	96	1
50	224	96	1
50	224	112	1
50	224	128	1
50	224	144	1
50	208	96	2
50	160	112	3
#Platform
#5	64	0	16	16	1	92001	92001	92001
#5	96	0	16	16	1	92001	92001	92001
#5	128	0	16	16	1	92001	92001	92001
#5	160	0	16	16	1	92001	92001	92001
#5	192	0	16	16	1	92001	92001	92001
#5	48	16	16	16	1	92001	92001	92001
#5	208	16	16	16	1	92001	92001	92001
#5	80	48	16	16	1	92001	92001	92001
#5	112	48	16	16	1	92001	92001	92001
#5	208	48	16	16	1	92001	92001	92001
#5	64	64	16	16	1	92001	92001	92001
#5	96	64	16	16	1	92001	92001	92001
#5	192	64	16	16	1	92001	92001	92001
#5	48	80	16	16	1	92001	92001	92001
#5	144	80	16	16	1	92001	92001	92001
#5	96	96	16	16	1	92001	92001	92001
#5	128	96	16	16	1	92001	92001	92001
#5	48	112	16	16	1	92001	92001	92001
#5	80	112	16	16	1	92001	92001	92001
#5	64	160	16	16	1	92001	92001	92001
#5	48	144	16	16	1	92001	92001	92001

[MAP]
150	Assets/WorldMap.txt	11	16	5	8	16	16	0
